SYMPTOMS,REASON,SUB_COMMODITY,BusinessSegment,ProductCategory,ProductGroup,FamilyGroup,FormFactor,Supplier,Family,ProcessorSupplier,ProcessorSocketCount,REGION,CASE_COUNTRY,COMMODITY
Processor - Uncorrectable Machine Check Exception (MCE),System shuts down,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Norway,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,Power Supply failure or error,POWER FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Sweden,SYSTEM BOARD
Critical Error - NMI,Blue/Red/Purple/black screen,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Poland,SYSTEM BOARD
Critical Error - NMI,Error warning reported by the system,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Poland,SYSTEM BOARD
Memory - DiMM(s) Reseat for Unspecified Memory Issue,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Denmark,SYSTEM BOARD
Port not Working - SD Card,System Board failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Runtime - Unexpected Shutdown (Power Button Push Required),System shuts down,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Switzerland,SYSTEM BOARD
Memory - Uncorrectable Memory Error,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Israel,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),System reboots,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Switzerland,SYSTEM BOARD
Fan - Fan Failure Reported,System Board failure or error,FAN,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Norway,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Spain,SYSTEM BOARD
Fan - Fan Failure Reported,Fan issue/Failure,FAN,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Embedded NIC - NIC not Recognized During POST,Network failure or error,RESEAT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Arab Emirates,SYSTEM BOARD
Remote Management - Management Processor Failure,Error warning reported by the system,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Remote Management - Management Processor Failure,Error warning reported by the system,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Netherlands,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Netherlands,SYSTEM BOARD
Memory - Uncorrectable Memory Error,Error warning reported by the system,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Runtime - System Hang,Hangs,RUNTIME FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Turkey,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Ireland,SYSTEM BOARD
Not Enough Information - Part Request Only,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
LED/Sensor - Temperature Sensor Failure or obviously inaccurate reading,Error warning reported by the system,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Peru,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Puerto Rico,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Port not Working - SD Card,No boot/No Video,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Miscellaneous PCA issues - PCA Replaced for Slow Boot,Slow or degraded performance,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Remote Management - Management Processor Failure,No boot/No Video,REMOTE MANAGEMENT,Density Optimized,Density Optimized,Hyperscale XL,Apollo 6000,Density Optimized,FoxConn,Apollo 6000a,Intel,2,AM,USA,SYSTEM BOARD
No Boot - Red Health LED,No boot/No Video,NO BOOT,Density Optimized,Density Optimized,Hyperscale XL,Apollo 6000,Density Optimized,FoxConn,Apollo 6000a,Intel,2,AM,USA,SYSTEM BOARD
LED/Sensor - Temperature Sensor Failure or obviously inaccurate reading,System shuts down,LED/SENSOR,Density Optimized,Density Optimized,Hyperscale XL,Apollo 6000,Density Optimized,FoxConn,Apollo 6000a,Intel,2,AM,USA,SYSTEM BOARD
Runtime - Unexpected Shutdown (Power Button Push Required),System shuts down,RUNTIME FAILURES,Density Optimized,Density Optimized,Hyperscale XL,Apollo 6000,Density Optimized,FoxConn,Apollo 6000a,Intel,2,AM,USA,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Critical Error - NMI,Error warning reported by the system,CRITICAL ERROR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Miscellaneous PCA Issues - FW Update Failure/Crash,Error warning reported by the system,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,EMEA,Belarus,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,India,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Port not Working - Video (VGA),No boot/No Video,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Taiwan,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Korea Republic of (South),SYSTEM BOARD
Runtime - OS Crash (xSOD Crash),Blue/Red/Purple/black screen,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Error warning reported by the system,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Malaysia,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Hong Kong,SYSTEM BOARD
No Boot - Red Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,Korea Republic of (South),SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,Error warning reported by the system,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Indonesia,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,Error warning reported by the system,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
Runtime - Unexpected Shutdown (Power Button Push Required),System shuts down,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,India,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,France,SYSTEM BOARD
LED/Sensor - Temperature Sensor Failure or obviously inaccurate reading,System shuts down,MULTIPLE PARTS,Density Optimized,Density Optimized,Hyperscale XL,XL230a,Density Optimized,FoxConn,XL230a Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Memory - DIMM LEDs Lit (Server Boots),Device Not detected/Accessible/Available,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Critical Error - NMI,Hangs,CRITICAL ERROR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Arab Emirates,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Sweden,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Runtime - System Hang,Hangs,RUNTIME FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,France,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Error warning reported by the system,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,France,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Austria,SYSTEM BOARD
Memory - DIMM(s) not Recognized,System Board failure or error,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Austria,SYSTEM BOARD
LED/Sensor - Temperature Sensor Failure or obviously inaccurate reading,No boot/No Video,LED/SENSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Netherlands,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,Error warning reported by the system,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,France,SYSTEM BOARD
Power - System Power Fault Detected,System Board failure or error,POWER FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Italy,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Turkey,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Hangs,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Israel,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,System Board failure or error,MISCELLANEOUS PCA ISSUES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Sweden,SYSTEM BOARD
Embedded Display Adapter - Blurry/Distorted Screen,Blue/Red/Purple/black screen,EMBEDDED DISPLAY ADAPTER,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Denmark,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,Module failure or issue,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Italy,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Norway,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Hangs,PROCESSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Memory - Uncorrectable Memory Error,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Norway,SYSTEM BOARD
"No Boot - No Video, Will not POST",Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,Error warning reported by the system,POWER FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,Power Supply failure or error,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - Blinking Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - Amber Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - Temperature Sensor Failure or obviously inaccurate reading,Error warning reported by the system,LED/SENSOR,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Sweden,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Spain,SYSTEM BOARD
Port not Working - NIC,Connectivity issue and or specific Port issue,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Russia,SYSTEM BOARD
Miscellaneous PCA issues - PCA Replaced for Slow Boot,Slow or degraded performance,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Power - System Power Fault Detected,No boot/No Video,POWER FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Not Enough Information - Part Request Only,Error warning reported by the system,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Miscellaneous PCA Issues - FW Update Failure/Crash,No boot/No Video,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Norway,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Austria,SYSTEM BOARD
Remote Management - Management Processor Failure,Error warning reported by the system,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Poland,SYSTEM BOARD
No Boot - Blinking Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Fan - Fans at High Speed - No Other Data Provided,Fan issue/Failure,FAN,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Port not Working - NIC,Connectivity issue and or specific Port issue,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Runtime - OS Crash (xSOD Crash),System shuts down,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Memory - PCA Replaced for Unspecified Memory Issue,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,Peru,SYSTEM BOARD
Critical Error - NMI,Hangs,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Miscellaneous PCA Issues - FW Update Failure/Crash,No boot/No Video,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,Error warning reported by the system,RESEAT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,SYSTEM BOARD
No Boot - Blinking Health LED,Error warning reported by the system,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL80,Rack,H3C,DL80 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Memory - DIMM LEDs Lit (Server Boots),Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,RESEAT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,No boot/No Video,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Memory - DIMM(s) not Recognized,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,Brazil,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,Brazil,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,Brazil,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),System Board failure or error,PROCESSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Critical Error - NMI,System Board failure or error,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,System Board failure or error,MISCELLANEOUS PCA ISSUES,Density Optimized,Density Optimized,Hyperscale XL,XL170r,Density Optimized,FoxConn,XL170r Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - Red Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Windows bug check error,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,Linux,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS hang/unresponsive,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL80,Rack,H3C,DL80 Gen9,Intel,2,AP,Australia,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,India,Non SystemBoard Issue
BSOD,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Korea Republic of (South),Non SystemBoard Issue
blue screen ,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Hong Kong,Non SystemBoard Issue
Windows bug check error,FW/SW/Driver load or update issue,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AM,Chile,Non SystemBoard Issue
Time offset,Configuration Issue,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
blue screen,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
OS hang/unresponsive,No boot/No Video,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
